id_observation;id_observation_sinp;id_releve;id_releve_sinp;code_perso;id_releve_type;lib_biblio;nom_herbier;nom_org_f;lib_releve_methode;date_releve_deb;date_releve_fin;nom_obs;id_precision;resolution;code_gps;id_maille_inpn_5;id_maille_inpn_10;x_l93;y_l93;lon_wgs84;lat_wgs84;insee_comm;commune;insee_dept;lieudit;comm_loc;pays;alti_inf;alti_calc;alti_sup;surface;plage_surface;comm_milieu;lib_geologie;lib_lithologie;comm_litho;lib_exposition;pente;plage_pente;cd_hab_eunis;lib_hab_eunis;lib_hab_ch;cd_hab_ch;lib_hab_sbf;cd_hab_sbf;lib_syntaxon;cd_ref_phyto;rec_total_pl;haut_total;rec_arbo_pl;haut_arbo;rec_arbu_pl;haut_arbu;rec_sarb_pl;haut_sarb;rec_herba_pl;haut_herba;rec_crypto_pl;haut_crypto;substr_roch_pl;substr_bloc_pl;substr_cail_pl;substr_terr_pl;substr_grav_pl;substr_sabl_pl;substr_liti_pl;substr_tuf_pl;nom_cite;cd_nom;nom_complet;cd_ref;nom_reconnu;rang;tax_type;famille;nombre_pieds;plage_nb_pieds;lib_strate;lib_phenologie1;lib_phenologie2;lib_deg_nat;abondance;sociab;lib_herbier;part_herbier1;comm_taxon;meta_original_id_obs;nom_programme;lib_org_comm;meta_comm;meta_original_id_rel;meta_original_bdd;sinp_dspublique;valid_reg
874457;33608afe-8d83-11e7-885f-1cc1dee9999c;158576;0a6d913d-8d7c-11e7-885f-1cc1dee9999c;41;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046715;6298882;7.30258502215841;43.7039333985204;6159;Villefranche-sur-Mer;6;MONT ALBAN;;FR;150;146;150;;;Oleo-Lentiscetum variante euphorbietosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Thymus vulgaris L.;126582;Thymus vulgaris L., 1753;126582;Thymus vulgaris L., 1753;ES;P;Lamiaceae;;;Non précisée;;;;1;;;;;3746;;;;3746;RELEVE16.txt;;Probable
874458;336090b6-8d83-11e7-885f-1cc1dee9999c;158576;0a6d913d-8d7c-11e7-885f-1cc1dee9999c;41;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046715;6298882;7.30258502215841;43.7039333985204;6159;Villefranche-sur-Mer;6;MONT ALBAN;;FR;150;146;150;;;Oleo-Lentiscetum variante euphorbietosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Allium acutiflorum Loisel.;81297;Allium acutiflorum Loisel., 1809;81297;Allium acutiflorum Loisel., 1809;ES;P;Amaryllidaceae;;;Non précisée;;;;1;;;;;3746;;;;3746;RELEVE16.txt;;Probable
874581;33635664-8d83-11e7-885f-1cc1dee9999c;158579;0a6da426-8d7c-11e7-885f-1cc1dee9999c;26;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046347;6298182;7.29755500837225;43.697824198789;6088;Nice;6;MONT ALBAN;;FR;160;176;160;;;Oleo-Lentiscetum variante euphorbietosum;;;;Ouest;;6° à 26°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Pistacia lentiscus L.;113744;Pistacia lentiscus L., 1753;113744;Pistacia lentiscus L., 1753;ES;P;Anacardiaceae;;;Non précisée;;;;2;;;;;3749;;;;3749;RELEVE16.txt;;Probable
874588;33637e2d-8d83-11e7-885f-1cc1dee9999c;158579;0a6da426-8d7c-11e7-885f-1cc1dee9999c;26;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046347;6298182;7.29755500837225;43.697824198789;6088;Nice;6;MONT ALBAN;;FR;160;176;160;;;Oleo-Lentiscetum variante euphorbietosum;;;;Ouest;;6° à 26°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Asparagus acutifolius L.;84264;Asparagus acutifolius L., 1753;84264;Asparagus acutifolius L., 1753;ES;P;Asparagaceae;;;Non précisée;;;;1;;;;;3749;;;;3749;RELEVE16.txt;;Probable
874593;33639aa9-8d83-11e7-885f-1cc1dee9999c;158579;0a6da426-8d7c-11e7-885f-1cc1dee9999c;26;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046347;6298182;7.29755500837225;43.697824198789;6088;Nice;6;MONT ALBAN;;FR;160;176;160;;;Oleo-Lentiscetum variante euphorbietosum;;;;Ouest;;6° à 26°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Phillyrea media L.;113148;Phillyrea latifolia L., 1753;113148;Phillyrea latifolia L., 1753;ES;P;Oleaceae;;;Non précisée;;;;P;;;;;3749;;;;3749;RELEVE16.txt;;Probable
874594;3363a05e-8d83-11e7-885f-1cc1dee9999c;158579;0a6da426-8d7c-11e7-885f-1cc1dee9999c;26;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046347;6298182;7.29755500837225;43.697824198789;6088;Nice;6;MONT ALBAN;;FR;160;176;160;;;Oleo-Lentiscetum variante euphorbietosum;;;;Ouest;;6° à 26°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Teucrium chamaedrys L. subsp. pinnatifidum (Sennen) Rech. fi;125981;Teucrium chamaedrys L., 1753;125981;Teucrium chamaedrys L., 1753;ES;P;Lamiaceae;;;Non précisée;;;;P;;;;;3749;;;;3749;RELEVE16.txt;;Probable
874603;3363d517-8d83-11e7-885f-1cc1dee9999c;158579;0a6da426-8d7c-11e7-885f-1cc1dee9999c;26;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046347;6298182;7.29755500837225;43.697824198789;6088;Nice;6;MONT ALBAN;;FR;160;176;160;;;Oleo-Lentiscetum variante euphorbietosum;;;;Ouest;;6° à 26°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Brachypodium ramosum Roemer & Schultes, non P. Beauv.;86297;Brachypodium retusum (Pers.) P.Beauv., 1812;86297;Brachypodium retusum (Pers.) P.Beauv., 1812;ES;P;Poaceae;;;Non précisée;;;;2;;;;;3749;;;;3749;RELEVE16.txt;;Probable
874604;3363dacd-8d83-11e7-885f-1cc1dee9999c;158579;0a6da426-8d7c-11e7-885f-1cc1dee9999c;26;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046347;6298182;7.29755500837225;43.697824198789;6088;Nice;6;MONT ALBAN;;FR;160;176;160;;;Oleo-Lentiscetum variante euphorbietosum;;;;Ouest;;6° à 26°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Thymus vulgaris L.;126582;Thymus vulgaris L., 1753;126582;Thymus vulgaris L., 1753;ES;P;Lamiaceae;;;Non précisée;;;;1;;;;;3749;;;;3749;RELEVE16.txt;;Probable
874605;3363e076-8d83-11e7-885f-1cc1dee9999c;158579;0a6da426-8d7c-11e7-885f-1cc1dee9999c;26;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046347;6298182;7.29755500837225;43.697824198789;6088;Nice;6;MONT ALBAN;;FR;160;176;160;;;Oleo-Lentiscetum variante euphorbietosum;;;;Ouest;;6° à 26°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Allium acutiflorum Loisel.;81297;Allium acutiflorum Loisel., 1809;81297;Allium acutiflorum Loisel., 1809;ES;P;Amaryllidaceae;;;Non précisée;;;;P;;;;;3749;;;;3749;RELEVE16.txt;;Probable
874613;33640e16-8d83-11e7-885f-1cc1dee9999c;158579;0a6da426-8d7c-11e7-885f-1cc1dee9999c;26;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046347;6298182;7.29755500837225;43.697824198789;6088;Nice;6;MONT ALBAN;;FR;160;176;160;;;Oleo-Lentiscetum variante euphorbietosum;;;;Ouest;;6° à 26°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Juniperus oxycedrus L.;136979;Juniperus oxycedrus subsp. oxycedrus L., 1753;136979;Juniperus oxycedrus subsp. oxycedrus L., 1753;SSES;P;Cupressaceae;;;Non précisée;;;;P;;;;;3749;;;;3749;RELEVE16.txt;;Probable
874618;33642a92-8d83-11e7-885f-1cc1dee9999c;158579;0a6da426-8d7c-11e7-885f-1cc1dee9999c;26;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046347;6298182;7.29755500837225;43.697824198789;6088;Nice;6;MONT ALBAN;;FR;160;176;160;;;Oleo-Lentiscetum variante euphorbietosum;;;;Ouest;;6° à 26°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Hedera helix L.;100787;Hedera helix L., 1753;100787;Hedera helix L., 1753;ES;P;Araliaceae;;;Non précisée;;;;1;;;;;3749;;;;3749;RELEVE16.txt;;Probable
874620;33643608-8d83-11e7-885f-1cc1dee9999c;158579;0a6da426-8d7c-11e7-885f-1cc1dee9999c;26;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046347;6298182;7.29755500837225;43.697824198789;6088;Nice;6;MONT ALBAN;;FR;160;176;160;;;Oleo-Lentiscetum variante euphorbietosum;;;;Ouest;;6° à 26°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Dactylis glomerata L.;94207;Dactylis glomerata L., 1753;94207;Dactylis glomerata L., 1753;ES;P;Poaceae;;;Non précisée;;;;P;;;;;3749;;;;3749;RELEVE16.txt;;Probable
874622;33644180-8d83-11e7-885f-1cc1dee9999c;158579;0a6da426-8d7c-11e7-885f-1cc1dee9999c;26;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046347;6298182;7.29755500837225;43.697824198789;6088;Nice;6;MONT ALBAN;;FR;160;176;160;;;Oleo-Lentiscetum variante euphorbietosum;;;;Ouest;;6° à 26°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Stachys recta L.;124805;Stachys recta L., 1767;124805;Stachys recta L., 1767;ES;P;Lamiaceae;;;Non précisée;;;;P;;;;;3749;;;;3749;RELEVE16.txt;;Probable
874675;33657202-8d83-11e7-885f-1cc1dee9999c;158581;0a6db0c6-8d7c-11e7-885f-1cc1dee9999c;7;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046967;6297585;7.30482944242694;43.6921564924302;6088;Nice;6;MONT BORON;;FR;130;118;130;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Pistacia lentiscus L.;113744;Pistacia lentiscus L., 1753;113744;Pistacia lentiscus L., 1753;ES;P;Anacardiaceae;;;Non précisée;;;;2;;;;;3751;;;;3751;RELEVE16.txt;;Probable
874683;3365a009-8d83-11e7-885f-1cc1dee9999c;158581;0a6db0c6-8d7c-11e7-885f-1cc1dee9999c;7;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046967;6297585;7.30482944242694;43.6921564924302;6088;Nice;6;MONT BORON;;FR;130;118;130;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Asparagus acutifolius L.;84264;Asparagus acutifolius L., 1753;84264;Asparagus acutifolius L., 1753;ES;P;Asparagaceae;;;Non précisée;;;;2;;;;;3751;;;;3751;RELEVE16.txt;;Probable
874687;3365b7a7-8d83-11e7-885f-1cc1dee9999c;158581;0a6db0c6-8d7c-11e7-885f-1cc1dee9999c;7;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046967;6297585;7.30482944242694;43.6921564924302;6088;Nice;6;MONT BORON;;FR;130;118;130;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Phillyrea media L.;113148;Phillyrea latifolia L., 1753;113148;Phillyrea latifolia L., 1753;ES;P;Oleaceae;;;Non précisée;;;;1;;;;;3751;;;;3751;RELEVE16.txt;;Probable
874688;3365bd57-8d83-11e7-885f-1cc1dee9999c;158581;0a6db0c6-8d7c-11e7-885f-1cc1dee9999c;7;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046967;6297585;7.30482944242694;43.6921564924302;6088;Nice;6;MONT BORON;;FR;130;118;130;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Clematis flammula L.;91867;Clematis flammula L., 1753;91867;Clematis flammula L., 1753;ES;P;Ranunculaceae;;;Non précisée;;;;P;;;;;3751;;;;3751;RELEVE16.txt;;Probable
874690;3365c8b6-8d83-11e7-885f-1cc1dee9999c;158581;0a6db0c6-8d7c-11e7-885f-1cc1dee9999c;7;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046967;6297585;7.30482944242694;43.6921564924302;6088;Nice;6;MONT BORON;;FR;130;118;130;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Teucrium chamaedrys L. subsp. pinnatifidum (Sennen) Rech. fi;125981;Teucrium chamaedrys L., 1753;125981;Teucrium chamaedrys L., 1753;ES;P;Lamiaceae;;;Non précisée;;;;P;;;;;3751;;;;3751;RELEVE16.txt;;Probable
874697;3365f0b6-8d83-11e7-885f-1cc1dee9999c;158581;0a6db0c6-8d7c-11e7-885f-1cc1dee9999c;7;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046967;6297585;7.30482944242694;43.6921564924302;6088;Nice;6;MONT BORON;;FR;130;118;130;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Brachypodium ramosum Roemer & Schultes, non P. Beauv.;86297;Brachypodium retusum (Pers.) P.Beauv., 1812;86297;Brachypodium retusum (Pers.) P.Beauv., 1812;ES;P;Poaceae;;;Non précisée;;;;3;;;;;3751;;;;3751;RELEVE16.txt;;Probable
874698;3365f66f-8d83-11e7-885f-1cc1dee9999c;158581;0a6db0c6-8d7c-11e7-885f-1cc1dee9999c;7;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046967;6297585;7.30482944242694;43.6921564924302;6088;Nice;6;MONT BORON;;FR;130;118;130;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Thymus vulgaris L.;126582;Thymus vulgaris L., 1753;126582;Thymus vulgaris L., 1753;ES;P;Lamiaceae;;;Non précisée;;;;P;;;;;3751;;;;3751;RELEVE16.txt;;Probable
874699;3365fc25-8d83-11e7-885f-1cc1dee9999c;158581;0a6db0c6-8d7c-11e7-885f-1cc1dee9999c;7;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046967;6297585;7.30482944242694;43.6921564924302;6088;Nice;6;MONT BORON;;FR;130;118;130;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Allium acutiflorum Loisel.;81297;Allium acutiflorum Loisel., 1809;81297;Allium acutiflorum Loisel., 1809;ES;P;Amaryllidaceae;;;Non précisée;;;;P;;;;;3751;;;;3751;RELEVE16.txt;;Probable
874715;3366590c-8d83-11e7-885f-1cc1dee9999c;158581;0a6db0c6-8d7c-11e7-885f-1cc1dee9999c;7;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046967;6297585;7.30482944242694;43.6921564924302;6088;Nice;6;MONT BORON;;FR;130;118;130;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Gladiolus segetum Ker-Gawl.;100275;Gladiolus italicus Mill., 1768;100275;Gladiolus italicus Mill., 1768;ES;P;Iridaceae;;;Non précisée;;;;P;;;;;3751;;;;3751;RELEVE16.txt;;Probable
874717;3366646c-8d83-11e7-885f-1cc1dee9999c;158581;0a6db0c6-8d7c-11e7-885f-1cc1dee9999c;7;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046967;6297585;7.30482944242694;43.6921564924302;6088;Nice;6;MONT BORON;;FR;130;118;130;;;Oleo-Lentiscetum variante phillyreetosum;;;;Est;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Dactylis glomerata L.;94207;Dactylis glomerata L., 1753;94207;Dactylis glomerata L., 1753;ES;P;Poaceae;;;Non précisée;;;;P;;;;;3751;;;;3751;RELEVE16.txt;;Probable
874886;336a2f71-8d83-11e7-885f-1cc1dee9999c;158586;0a6dd05a-8d7c-11e7-885f-1cc1dee9999c;24;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046475;6298874;7.29960720983202;43.7039790938276;6088;Nice;6;MONT ALBAN;;FR;175;156;175;;;Oleo-Lentiscetum variante euphorbietosum;;;;Ouest;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Allium acutiflorum Loisel.;81297;Allium acutiflorum Loisel., 1809;81297;Allium acutiflorum Loisel., 1809;ES;P;Amaryllidaceae;;;Non précisée;;;;1;;;;;3756;;;;3756;RELEVE16.txt;;Probable
874894;336a5d45-8d83-11e7-885f-1cc1dee9999c;158586;0a6dd05a-8d7c-11e7-885f-1cc1dee9999c;24;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046475;6298874;7.29960720983202;43.7039790938276;6088;Nice;6;MONT ALBAN;;FR;175;156;175;;;Oleo-Lentiscetum variante euphorbietosum;;;;Ouest;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Melica bauhinii All.;107842;Melica amethystina Pourr., 1788;107842;Melica amethystina Pourr., 1788;ES;P;Poaceae;;;Non précisée;;;;P;;;;;3756;;;;3756;RELEVE16.txt;;Probable
874897;336a6e00-8d83-11e7-885f-1cc1dee9999c;158586;0a6dd05a-8d7c-11e7-885f-1cc1dee9999c;24;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046475;6298874;7.29960720983202;43.7039790938276;6088;Nice;6;MONT ALBAN;;FR;175;156;175;;;Oleo-Lentiscetum variante euphorbietosum;;;;Ouest;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Juniperus oxycedrus L.;136979;Juniperus oxycedrus subsp. oxycedrus L., 1753;136979;Juniperus oxycedrus subsp. oxycedrus L., 1753;SSES;P;Cupressaceae;;;Non précisée;;;;P;;;;;3756;;;;3756;RELEVE16.txt;;Probable
874901;336a8452-8d83-11e7-885f-1cc1dee9999c;158586;0a6dd05a-8d7c-11e7-885f-1cc1dee9999c;24;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046475;6298874;7.29960720983202;43.7039790938276;6088;Nice;6;MONT ALBAN;;FR;175;156;175;;;Oleo-Lentiscetum variante euphorbietosum;;;;Ouest;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Hedera helix L.;100787;Hedera helix L., 1753;100787;Hedera helix L., 1753;ES;P;Araliaceae;;;Non précisée;;;;1;;;;;3756;;;;3756;RELEVE16.txt;;Probable
874905;336a9b71-8d83-11e7-885f-1cc1dee9999c;158586;0a6dd05a-8d7c-11e7-885f-1cc1dee9999c;24;BIB;LAPRAZ G., 1970. Les groupements forestiers et les garrigues du Mont Boron et du Mont Alban (Alpes-Maritimes). Riviera Sci. 57 (3), 51-64.;;Conservatoire botanique national méditerranéen de Porquerolles;Relevé phytosociologique;01/01/1970;31/12/1970;LAPRAZ Guy;P;;;5kmL93E1045N6295;10kmL93E104N629;1046475;6298874;7.29960720983202;43.7039790938276;6088;Nice;6;MONT ALBAN;;FR;175;156;175;;;Oleo-Lentiscetum variante euphorbietosum;;;;Ouest;;1° à 5°;;;;;;;Oleo - Ceratonion siliquae;566;;;;;;;;;;;;;;;;;;;;;Dactylis glomerata L.;94207;Dactylis glomerata L., 1753;94207;Dactylis glomerata L., 1753;ES;P;Poaceae;;;Non précisée;;;;P;;;;;3756;;;;3756;RELEVE16.txt;;Probable
